"Skola","Enhetskod","Skolkommun","Kommunkod","Typavhuvudman","Huvudman","HuvudmanOrgnr","Eleverförskoleklass","Andelflickor(%)","Elever ÅK 1-9","","","","","","","","","","","",""
"Västanbynskolan","86139352","Sandviken","2181","Kommunal","Sandvikenskommun","2120002346","000000042","40.5","000000264","","","","","","","","","","","",""
"ÅrsundaKyrkskola","20666715","Sandviken","2181","Kommunal","Sandvikenskommun","2120002346","000000022","..","000000106","","","","","","","","","","","",""
"Österfärneboskola","73076578","Sandviken","2181","Kommunal","Sandvikenskommun","2120002346","000000010","..","000000070","","","","","","","","","","","",""
"Centralskolan","61056172","Sigtuna","0191","Kommunal","Sigtunakommun","2120000225","000000050","46","000000468","","","","","","","","","","","",""
"Eddaskolan","38526011","Sigtuna","0191","Kommunal","Sigtunakommun","2120000225","000000053","52.8","000000260","","","","","","","","","","","",""
"Ekillaskolan","14261356","Sigtuna","0191","Kommunal","Sigtunakommun","2120000225",".",".","000000424","","","","","","","","","","","",""
"Galaxskolan","15697742","Sigtuna","0191","Kommunal","Sigtunakommun","2120000225","000000056","44.6","000000285","","","","","","","","","","","",""
"InternationellaEngelskaSkolanSigtuna","63592981","Sigtuna","0191","Enskild","InternationellaEngelskaSkolaniSverigeAB","5564624368","000000055","40","000000512","","","","","","","","","","","",""
"Josefinaskolan,grundskola","55508705","Sigtuna","0191","Enskild","StiftelsenJosefinaskolan","8148007258","000000015","..","000000198","","","","","","","","","","","",""
"Norrbackaskolan","58286716","Sigtuna","0191","Kommunal","Sigtunakommun","2120000225","000000049","57.1","000000307","","","","","","","","","","","",""
"Odensalaskola","20054868","Sigtuna","0191","Kommunal","Sigtunakommun","2120000225","000000025","48","000000126","","","","","","","","","","","",""
"Råbergsskolan","10998117","Sigtuna","0191","Kommunal","Sigtunakommun","2120000225","000000030","46.7","000000211","","","","","","","","","","","",""
"Sagaskolan","29998540","Sigtuna","0191","Kommunal","Sigtunakommun","2120000225","000000055","54.5","000000314","","","","","","","","","","","",""
"Sigtunaskolanhum.läroverket,gr","70883860","Sigtuna","0191","Enskild","SigtunaSkolstiftelse","8148002879",".",".","000000107","","","","","","","","","","","",""
"Sigtunaskolanhum.läroverket,intgr*","47969716","Sigtuna","0191","Enskild","SigtunaSkolstiftelse","8148002879",".",".","000000062","","","","","","","","","","","",""
"Skepptunaskola","80274643","Sigtuna","0191","Kommunal","Sigtunakommun","2120000225","000000021","47.6","000000083","","","","","","","","","","","",""
"SkolanBergius","35008423","Sigtuna","0191","Enskild","SigtunaFriskolaAB","5567482707",".",".","000000198","","","","","","","","","","","",""
"S:tOlofsskola","13579948","Sigtuna","0191","Kommunal","Sigtunakommun","2120000225",".",".","000000395","","","","","","","","","","","",""
"S:tPersskola","42215279","Sigtuna","0191","Kommunal","Sigtunakommun","2120000225","000000051","47.1","000000290","","","","","","","","","","","",""
"S:taGertrudsskola","93320132","Sigtuna","0191","Kommunal","Sigtunakommun","2120000225","000000055","54.5","000000252","","","","","","","","","","","",""
"Steningehöjdensskola","38854084","Sigtuna","0191","Kommunal","Sigtunakommun","2120000225","000000052","40.4","000000520","","","","","","","","","","","",""
"Sätunaskolan","63542436","Sigtuna","0191","Kommunal","Sigtunakommun","2120000225","000000052","61.5","000000297","","","","","","","","","","","",""
"Tingvallaskolan","78491090","Sigtuna","0191","Kommunal","Sigtunakommun","2120000225","000000068","44.1","000000317","","","","","","","","","","","",""
"Väringaskolan","87382179","Sigtuna","0191","Enskild","VäringaskolansFöräldraförening","8148010682","000000032","56.3","000000197","","","","","","","","","","","",""
"Borrbyskola","92471460","Simrishamn","1291","Kommunal","Simrishamnskommun","2120000969","000000015","..","000000116","","","","","","","","","","","",""
"Famn","68370166","Simrishamn","1291","Enskild","FamnAB","5566207113",".",".","000000005","","","","","","","","","","","",""
"Fredsdalsskolan","59936176","Simrishamn","1291","Kommunal","Simrishamnskommun","2120000969",".",".","000000166","","","","","","","","","","","",""
"Gärsnässkola","93223643","Simrishamn","1291","Kommunal","Simrishamnskommun","2120000969","000000022","59.1","000000108","","","","","","","","","","","",""
"HammenhögsFriskola","36559452","Simrishamn","1291","Enskild","HammenhögsFriskolaek.för.","7696257885","000000015","..","000000089","","","","","","","","","","","",""
"Korsavadsskolan1","66350640","Simrishamn","1291","Kommunal","Simrishamnskommun","2120000969",".",".","000000183","","","","","","","","","","","",""
"Korsavadsskolan2","23701416","Simrishamn","1291","Kommunal","Simrishamnskommun","2120000969",".",".","000000280","","","","","","","","","","","",""
"NilsHolgerssonskolan","24445412","Simrishamn","1291","Enskild","FöräldrakooperativetNilsHolgerssonskolanEkFö","7696014666","000000016","..","000000197","","","","","","","","","","","",""
"Piratenskolan","42158538","Simrishamn","1291","Kommunal","Simrishamnskommun","2120000969","000000009","..","000000073","","","","","","","","","","","",""
"SanktOlofsskola","88731583","Simrishamn","1291","Kommunal","Simrishamnskommun","2120000969","000000011","..","000000071","","","","","","","","","","","",""
"Simrislundsskolan","53416468","Simrishamn","1291","Kommunal","Simrishamnskommun","2120000969","000000052","44.2","000000176","","","","","","","","","","","",""
"Sophiaskolan","59958745","Simrishamn","1291","Enskild","StiftSophiaskolan,ÖsterlensWaldorfskola","8388005517","000000024","54.2","000000198","","","","","","","","","","","",""
"Emanuelskolan","37998000","Sjöbo","1265","Kommunal","Sjöbokommun","2120001090","000000058","50","000000333","","","","","","","","","","","",""
"FriskolanBoken","75930521","Sjöbo","1265","Enskild","CiconiasEkonomiskförening","7696141428","000000024","45.8","000000124","","","","","","","","","","","",""
"Färsingaskolan","17176734","Sjöbo","1265","Kommunal","Sjöbokommun","2120001090",".",".","000000442","","","","","","","","","","","",""
"Lövestadsskola","12191224","Sjöbo","1265","Kommunal","Sjöbokommun","2120001090","000000029","51.7","000000141","","","","","","","","","","","",""
"MontessoriskolanFyrkappan","34081848","Sjöbo","1265","Enskild","MontessoriskolanFyrkappanEkonomiskFörening","7696097760","000000004","..","000000046","","","","","","","","","","","",""
"NilsMånssonsFriskola","33857264","Sjöbo","1265","Enskild","NilsMånssonsFriskolaAB","5567815872","000000007","..","000000060","","","","","","","","","","","",""
"Sandbäcksskolan","47897364","Sjöbo","1265","Kommunal","Sjöbokommun","2120001090","000000051","51","000000302","","","","","","","","","","","",""
"Storkskolan","55675413","Sjöbo","1265","Kommunal","Sjöbokommun","2120001090","000000027","..","000000129","","","","","","","","","","","",""
"VollsjöFriskola","78396564","Sjöbo","1265","Enskild","AlmarödFriskolaAB","5566096227",".",".","000000018","","","","","","","","","","","",""
"Vollsjöskola","98635885","Sjöbo","1265","Kommunal","Sjöbokommun","2120001090","000000030","43.3","000000179","","","","","","","","","","","",""
"Ardalaskolan","38048590","Skara","1495","Kommunal","Skarakommun","2120001702","000000023","..","000000133","","","","","","","","","","","",""
"FriskolanMetis","46013569","Skara","1495","Enskild","LärocentrumiSkaraEkonomiskFörening","7696068381","000000018","..","000000212","","","","","","","","","","","",""
"Gällkvistskolan","60102425","Skara","1495","Kommunal","Skarakommun","2120001702","000000041","53.7","000000270","","","","","","","","","","","",""
"Källeskolan4-6","49280218","Skara","1495","Kommunal","Skarakommun","2120001702",".",".","000000119","","","","","","","","","","","",""
"KälleskolanF-3","45880570","Skara","1495","Kommunal","Skarakommun","2120001702","000000045","62.2","000000126","","","","","","","","","","","",""
"Mariebergsskolan1","27983086","Skara","1495","Kommunal","Skarakommun","2120001702","000000048","43.8","000000137","","","","","","","","","","","",""
"Mariebergsskolan2","27632599","Skara","1495","Kommunal","Skarakommun","2120001702",".",".","000000133","","","","","","","","","","","",""
"Valleskolan","51508215","Skara","1495","Kommunal","Skarakommun","2120001702","000000031","51.6","000000130","","","","","","","","","","","",""
"Varnhemsskolan","90909242","Skara","1495","Kommunal","Skarakommun","2120001702","000000014","..","000000120","","","","","","","","","","","",""
"Viktoriaskolan1","14808086","Skara","1495","Kommunal","Skarakommun","2120001702",".",".","000000262","","","","","","","","","","","",""
"Viktoriaskolan2","15007645","Skara","1495","Kommunal","Skarakommun","2120001702",".",".","000000267","","","","","","","","","","","",""
"Auraskolan","32952944","Skellefteå","2482","Kommunal","Skellefteåkommun","2120002643","000000035","51.4","000000087","","","","","","","","","","","",""
"Bergsbyskolan","66002503","Skellefteå","2482","Kommunal","Skellefteåkommun","2120002643","000000030","40","000000157","","","","","","","","","","","",""
"Björkskolan","65417636","Skellefteå","2482","Enskild","SkolföreningenVäxa","8947021443",".",".","000000084","","","","","","","","","","","",""
"Björnåkersskolan","15720147","Skellefteå","2482","Kommunal","Skellefteåkommun","2120002643","000000039","51.3","000000313","","","","","","","","","","","",""
"Bodbysundsmiljöskola","58219202","Skellefteå","2482","Enskild","BodbysundsMiljöskolasEkonomiskaFörening","7696017685","000000006","..","000000042","","","","","","","","","","","",""
"Bolidenskolan","39160736","Skellefteå","2482","Kommunal","Skellefteåkommun","2120002643","000000028","50","000000287","","","","","","","","","","","",""
"Bruksskolan","90056405","Skellefteå","2482","Enskild","SkolföreningenVäxa","8947021443","000000008","..","000000039","","","","","","","","","","","",""
"Bureskolan","97784361","Skellefteå","2482","Kommunal","Skellefteåkommun","2120002643","000000054","61.1","000000451","","","","","","","","","","","",""
"Bygdsiljumsskolan","97072671","Skellefteå","2482","Kommunal","Skellefteåkommun","2120002643","000000005","..","000000028","","","","","","","","","","","",""
"Byskeskolan","23992844","Skellefteå","2482","Kommunal","Skellefteåkommun","2120002643","000000021","..","000000314","","","","","","","","","","","",""
"Drängsmarksskolan","33502848","Skellefteå","2482","Kommunal","Skellefteåkommun","2120002643","000000015","..","000000084","","","","","","","","","","","",""
"Ersmarksskolan","75972486","Skellefteå","2482","Kommunal","Skellefteåkommun","2120002643","000000012","..","000000113","","","","","","","","","","","",""
"Floraskolan","81992480","Skellefteå","2482","Kommunal","Skellefteåkommun","2120002643","000000056","53.6","000000555","","","","","","","","","","","",""
"Furuskolan","62717625","Skellefteå","2482","Kommunal","Skellefteåkommun","2120002643","000000010","..","000000046","","","","","","","","","","","",""
"Gummarksskolan","29124242","Skellefteå","2482","Kommunal","Skellefteåkommun","2120002643","000000012","83.3","000000053","","","","","","","","","","","",""
"Hjoggböleskolan","81715530","Skellefteå","2482","Kommunal","Skellefteåkommun","2120002643","000000006","..","000000037","","","","","","","","","","","",""
"IESInternationalSchoolSkellefteå*","87867210","Skellefteå","2482","Enskild","InternationellaEngelskaSkolaniSverigeAB","5564624368",".",".","000000019","","","","","","","","","","","",""
"InternationellaEngelskaSkolanSkellefteå","92621428","Skellefteå","2482","Enskild","InternationellaEngelskaSkolaniSverigeAB","5564624368","000000058","43.1","000000402","","","","","","","","","","","",""
"Kusmarksskolan","58425006","Skellefteå","2482","Kommunal","Skellefteåkommun","2120002643","000000019","..","000000046","","","","","","","","","","","",""
"Kågeskolan","67809657","Skellefteå","2482","Kommunal","Skellefteåkommun","2120002643","000000037","67.6","000000446","","","","","","","","","","","",""
"Lejonströmsskolan","53655678","Skellefteå","2482","Kommunal","Skellefteåkommun","2120002643","000000055","54.5","000000686","","","","","","","","","","","",""
"Lövångersskolan","87194036","Skellefteå","2482","Kommunal","Skellefteåkommun","2120002643","000000017","58.8","000000217","","","","","","","","","","","",""
"Medleskolan","13331693","Skellefteå","2482","Kommunal","Skellefteåkommun","2120002643","000000016","..","000000115","","","","","","","","","","","",""
"Moröbackeskola","48983548","Skellefteå","2482","Kommunal","Skellefteåkommun","2120002643","000000071","50.7","000000629","","","","","","","","","","","",""
"Norrhammarskolan","20566987","Skellefteå","2482","Kommunal","Skellefteåkommun","2120002643","000000055","49.1","000000398","","","","","","","","","","","",""
"Ostviksskolan","30772723","Skellefteå","2482","Kommunal","Skellefteåkommun","2120002643","000000015","..","000000081","","","","","","","","","","","",""
"Skråmträskskolan","27115850","Skellefteå","2482","Kommunal","Skellefteåkommun","2120002643","000000011","..","000000032","","","","","","","","","","","",""
"Stackgrönnanskolan","30012770","Skellefteå","2482","Kommunal","Skellefteåkommun","2120002643","000000012","..","000000065","","","","","","","","","","","",""
"Sunnanåskolan","12558459","Skellefteå","2482","Kommunal","Skellefteåkommun","2120002643","000000047","42.6","000000306","","","","","","","","","","","",""
"Sörböleskolan","89661489","Skellefteå","2482","Kommunal","Skellefteåkommun","2120002643","000000018","..","000000447","","","","","","","","","","","",""
